Word,Count
کاش,64
فیروز,2
نادری,2
بیاد,44
بره,46
حموم؛,1
حوصله‌ی,1
دوش,8
ميگم,10
بحث,18
مورد,25
حذف,11
اعدام,2
كم,12
زوده,1
اول,94
اين,71
كنيم,14
آيا,1
تصادف,10
ماشينامون,1
پياده,1
بشيم,2
همديگه,2
كتك,1
بزنيم,1
يا,30
تمرین,6
رانندگی,14
فوق,4
العاده,3
لیموزین,1
هنرهاي,1
مرتضي,1
خواننده,20
پلنگه,1
قشنگه،,1
اينه,28
تنها,56
ايه,1
كلمه,2
علي,1
الخصوص,1
آهنگش,1
استفاده,33
كرده,11
همینطور,1
معیاراتون,1
ازدواج,40
میگید،,1
نگاه,44
آیینه,1
خودتون,24
بندازید,3
امیدوارم,11
حرفایی,2
روزای,4
اتفاق,17
پلاسکو,4
تحریم,4
چهارشنبه,38
سوری,35
وحشی,7
بازیاش,1
میزدین,1
یادتون,7
نره,7
رفتید,2
کفش,5
بخرید،,1
فروشنده,7
سایز,2
کوچیک,8
اصرار,5
ببر,4
بعدا,4
جا,40
بخوابون,1
گوشش,4
خودت,48
میدونی,12
چرا,121
زدی,9
میدونه,5
خورده,16
هوا,28
يجورى,2
شده,147
هيچكس,6
نمى,6
دونه,12
چى,13
لباس,34
بپوشه,2
آواتار,3
تلگرامش,6
اینه,98
خوشحالی,6
یعنی,42
۴۷,2
تولدت,2
مامان,16
ویدیو,3
برام,17
فرستاده,1
۱۱۹,1
مگ,1
نکته,3
غم,11
انگیزش,1
اونجاست,3
حداقل,37
بار,84
اینو,21
نت,5
بازش,2
کرده,75
‏شما,20
عکس,70
خوشکل,1
ایرانی,32
نشون,46
،,128
احتمال,7
99,2
منم,32
اینهمه,4
عمل,19
آرایش,3
میشم,19
نوستالژى,1
زمانیکه,1
شناسناممونو,1
میذاشتیم,2
گِرو,1
فیلم,39
میگرفتیم,1
کلوپ,2
دخترای,5
دوره‌ی,2
قاجار,1
جوری,51
میپوشیدن,1
زنگ,74
آخر,49
ورزش,14
داشتن,40
اصولا,2
نباس,1
فرصت,4
خودش,47
بیکار,3
شه،,5
وگرنه,32
یادش,13
میاد،,9
چیز,24
همه‌ی,10
چیزها,1
میاد,86
درد,31
شروع,51
دزدای,1
طلافروشی,1
فردوسی,3
ایده,5
دزدی,7
سریال,12
فرار,11
زندان,4
گرفتیم,8
‏-دکتر,1
حالش,7
چطوره؟,1
باكلاسا,2
خيلي,9
كمه،من,2
زيدم,2
نون,16
باگت,3
بردم،وسطش,2
ميگفتم,2
كيه,2
پشت؟تا,2
روشو,2
ميكرد,8
اونور,5
ميخوردم,2
سير,5
شم,13
‏من,41
۷,10
کلیه,3
داشته,83
باشم,17
زندگیم,16
بیوفته,5
غلتک,1
همینطوری,2
نشستم,5
کامپیوتر,4
یکی,156
اسلحه,3
میزاره,4
سرم,9
مادرم,22
میگم,28
دین,4
ایمونم,2
زن,55
نمیخوام,3
اتفاقا,5
ایمون,3
دوره,15
قرآنمون,1
هست,66
پنجه,1
آفتاب,4
مشکل,23
وقتى,28
علاقمند,2
میشیم,10
فرض,4
میکنیم,17
بدون,27
زندگیمون,6
نمیگذره,1
خاطر,11
براى,16
موندن,9
کار,84
احمقانه,3
اى,9
‏یبار,1
تونل,6
جیغ,6
بابام,63
زد,35
کنار,30
احترام,10
اورد,4
بیرون,54
دست,97
جیبش,3
یخورده,2
بقیه,37
بیا,27
خونواده‌ها,1
رفتار,8
دخترا,31
شوهرو,1
چشم,32
برگه‌ی,1
آزادیشون,1
نبینن,2
میفته,6
قیمه‌,1
ریختی,3
ماستا,1
‏یبارم,4
فامیلا,5
داداشش,1
رفته,42
خانم,7
آشناهات,1
خوشگل,12
کدبانو,1
مثل,88
خودت،,1
نجیب,1
سراغ,6
داری؟,11
‏سایتای,2
اینجوری,24
عکسای,5
پروفایل,6
جمعین,1
اونی,16
ازهمه,2
زشت,10
تره,11
صاحب,4
اکانته,1
‏آدم,8
فضائيا,1
فال,9
حافظ,19
ميزنن,2
بيت,2
براشون,9
مياد,22
کسی,103
دوسش,10
داری,41
طولانی,7
قهر,5
نکن,20
میگیره,24
ساعت6,1
صبح,89
وخابالو,1
بیدار,48
ببینم,12
اینا,36
خواب,61
بوده،,8
لیوان,9
میخورم,11
میخوابم,3
رفیقتون,1
گوشی,30
نو,15
خریده,8
مدت,15
مکالمات,1
هی,33
بگید,20
صدات,3
نمیاد,18
آنتن,3
نداری,9
قبل,54
عید,128
خوبیه,4
برین,5
کسایی,9
قبلا,5
ازشون,12
بدتون,2
میومده,3
یادآوری,4
کنید,66
هنوز,65
حس,30
دارین,11
هركسي,3
نگين,1
رفيق,1
خيليا,2
ارزششو,1
ندارن,20
والدین,2
خود,66
بیاموزید,2
ویدئویی,4
تلگرام,54
را,95
دانلود,8
نکنند،,1
کردند,5
نبینند,1
دیدند,1
نشان,7
ندهند,1
منتظرم,3
ماه,47
عسل,6
امسال,39
احسان,5
علیخانی,4
سیامک,1
انصاری,3
بپرسه,4
چی,83
نرفتی,1
توییتر,3
رفتیم,19
مهمونی,26
می,101
پریدن,2
بالا,40
پایین,13
ازخودشون,2
صدای,28
گوز,4
درمی,2
آوردن،ازیکی,1
پرسیدم,12
میگن؟,1
کاکوبند,3
میخونن,5
حفظی,1
توام,2
بخون,4
موبایل,6
داشت,57
فریاد,3
میزد,12
دهه,12
50ست،,1
عادی,6
صحبت,12
میکرد,32
60،,1
یواش,3
دهه70،,1
پچ,2
80,1
بعده,1
نقش,9
اقايون,1
خريد,5
عيد😁,1
توالت,14
خانه‌ی,1
جایی,27
است,68
هیچ,75
غربتی,1
بهش,99
ندارد,2
‏لعنت,2
بر,48
آلارمي,1
بي,10
موقع,67
شود,8
بهشت,14
صبحانه,3
کله,10
پاچه,12
میدن،,4
نهار,4
قرمه,10
سبزی،,2
شام,21
پیتزا,8
تفریح,4
خورشت,4
کرفس,3
خوردن,21
جهنمی,1
هارو,7
‏وضعیت,6
سایه,5
خودم,56
وابسته,3
بشم,7
بفهمه،منو,1
میره,43
‏با,14
‏بعد,7
كار,16
توى,4
معدن,3
زندگى,10
كردن,28
خيلى,11
سخته,2
‏کم,2
فطرت,1
فحشه؟,1
‏واسه,5
خیلیا,7
سنگ,13
صبور,1
بودیم,31
پای,10
منفعت,1
وسط،,1
سنگی,1
پاشون,2
بیاد،,2
راهشون,1
پرتمون,1
‏هرچقدر,1
سنمون,2
بالاتر,5
اینکه,68
اجتماعی,8
تر,46
بشیم,5
فرو,5
افسرده,2
بیحوصله,2
....,10
‏اونایی,2
ک,29
دنیای,6
مجازی,10
نتونستن,2
خوب,85
معتقدن,1
ب,12
دردی,4
نمیخوره,4
برن,26
شخصیت,7
مجازیشون,1
پیگیری,1
‏اونجایی,1
خُرم,1
آن,16
کزین,1
منزل,2
ویران,2
بروم،,1
عین,9
دلگرمی,1
می‌ریزی,1
‏هر,9
وقت,52
خواستین,1
آدمارو,3
سلول,1
هاتون,7
بشناسین،,1
وسط,55
بیاید,8
شیک,4
مجلسی,1
خبیثشون,1
میدن,36
باشی,40
اونم,28
دوستت,16
تعجب,7
داره,196
نهایت,2
خونمون,14
خالیه,5
‏تنها,13
راهی,3
میتونم,11
قرض,7
بدهی,1
هام,8
صاف,6
بمیرم,6
لش,3
تخت,20
بيدار,5
شدن,86
بهترين,9
لشينگاي,1
دنياست,1
سری,35
بابابزرگم,3
اومدگفت,1
حمید,5
نمیخوای,4
کنی؟دوست,1
دارم,88
نتیجه,13
هامو,2
میگفت,44
بدی,29
دامپزشکی,1
مریضت,1
نمیگه,5
کجاش,1
حیوونا,2
راحتتر,1
بعضی,22
آدماس,1
مواد,11
محترقه,3
بهترین,47
آنالیز,1
شخصیتی,1
فرد،,1
دوستان,7
نزدیکشه,1
بچه‌های,4
درسشونو,1
انلاین,1
پیانو,6
پلی,13
استیشن,3
بازی,54
بین,40
انگشتمون,1
غده,2
درمیومد,1
مشق,1
داشتیم,21
همیشه,63
دستفروشی,1
بخر,2
همینکه,3
نرفته,4
آبروییه,1
میتونه,20
خستگی,8
بشوره,1
ببره,7
آجیلاس,1
اتوبوس,4
نفر,54
بغلیش,2
ابتدای,1
بلوار,1
لاله,1
شو.میشه,1
راهنماییم,1
کنید؟,1
حتی,51
توی,71
ایستگاه,5
کل,20
صندلی,5
مترو,17
بشه,86
امکان,5
بشینم,3
احتمالا,7
سالمندان,2
اردو,2
ببرن,6
کارموقعی,1
بد,26
بنظر,5
دیگران,12
بخودت,1
میرسه,23
میتونی,8
راحت,32
توجیهش,1
کنی,76
بچه,124
فامیلمون,2
دنیا,55
اومده,34
واسش,6
12میلیون,1
سیسمونی,1
.اونوقت,1
3,5
سالگی,16
بیمارستان,6
گرو,2
بیارن,5
داستان,4
اونجا,35
خراب,11
بزرگتر,4
شدیم,15
آرزوشو,1
شايد,8
حالم,2
نتونم,1
بخندم،,1
يادم,3
نميره,3
كی,1
سعی,15
بخندونتم,1
اجازه,6
نمیدم,2
اینطور,3
شه,52
نمیشه,46
۲۲,2
بهمن,3
جمعه,28
شهادت,3
پنج‌شنبه,1
عیدم,1
تابستون,10
😒😒,1
خواستیم,1
نیمه,8
گمشدمونو,1
خودمونم,2
گم,7
کردیم,18
گفتنا,1
دهنمون,1
فکرمون,1
بیفته,2
انتخاب,29
دختر/دوست,1
پسر,51
سايز,3
كمد,1
اتاقتون,2
نظر,26
بگيرين,1
قیامت,4
خدا,61
میزش,1
نشسته,15
نامه,7
میبینه,1
عینکشو,1
میاره,6
یکم,12
چشماشو,1
میمالونه,1
بغلم,3
تف,7
زندگی‌ای,1
درستش,3
جوونی,1
پولدار,11
کم,42
میدادیم,1
،نه,1
بدست,2
بیاریم,5
جوونیمون,1
يهو,8
مياي,2
ميبيني,3
شدي,1
اوني,3
نميخواستي,1
اينكه,17
اشرف,5
مخلوقاته,1
معنى,2
نيست,33
حاليشه،,1
صرفا,4
يعنى,2
ساير,1
مخلوقات,5
اعم,1
خر,13
گاو,15
گوسفند,1
يك,18
مقدار,4
بيشتر,21
مى,28
فهمه,1
کلمه,14
سلبریتی,2
ساسی,3
مانکن,7
کز,2
گوشه,13
دیکشنری,1
دایره,3
لغات,1
کنین,12
خوار,2
نشم,3
😩,5
آقا,31
خوایم,1
ساعت,81
بیولوژیکی,1
بدنمون,4
بفهمونیم,1
عصر,6
دپ,1
نزن,5
نمی,18
دونم,2
سوسکه,1
انقدر,41
سریع,15
میدوئه،بابا,1
آخرش,23
مرگه,1
ایه,7
ش,24
ترس,14
ايران,16
هيچ,19
مسئولي,1
كنار,7
نميشه،,2
بلكه,2
پستي,1
پستِ,2
ديگه,49
منتقل,4
‏یسری,2
دوربین,12
صداسیما,2
مصاحبه,6
میکردم,30
پرسید,20
منتظر,26
هستی,17
مردم,49
اقایی,1
بهرام,2
شفیع,1
نمیدونم,23
کردنم,1
گونی,2
مامانم,20
بافتن,2
شال‌,1
کلاه,6
رسیده,11
استدعا,1
اگر,59
کودکان,3
عیدی,46
بدید،,2
وجه,4
نقد,2
بپردازید,1
هدیه,7
..,66
کام,1
زبون‌بسته‌ها,1
تلخ,8
می‌کنه,12
لحظه,41
پیرترین,2
سنى,4
هستید,7
بودید,3
جوانترین,2
ابد,4
خواهید,2
لذت,21
ببرید,3
…,21
پیام,22
[,3
نکردن,6
دَر،,1
بهتر,21
بازکردنه,1
],3
میکنم,69
دَرو,1
مهمونا,15
نمی‌کنم,1
کنترل,7
سرعت,11
میبینید,1
دستتون,1
دماغتون,1
میارید؟,1
‏بابا,4
خیالمونم,1
نوروز,21
سرسبز,1
باشه.انقد,1
پارکا,1
کود,2
دادین,1
مملکتو,1
گه,15
برداشته,4
بیایید,3
جلوگیری,1
مرگ,24
میر,2
ماهی,23
قرمز،,2
خرید,15
آنها,6
خودداری,1
هیچکس,9
دیگر,5
پرورش,3
ندهد,3
جانور,3
منقرض,9
گردد,1
یکى,6
ازم,20
خواستگارى,2
رفت،,1
شتر,2
شوخى,1
عجبا؛,1
اندفعه,1
شماره,22
عاقد,2
گذاشتم,14
جیبم،,1
حرف,69
بزنین,6
میارم,3
روغن,8
مار,6
مو,8
لالا,1
لند,1
مگه,26
شيراز,1
نيست؟؟,1
‏بابام,8
دهنم,5
بو,10
کشید,5
خوردم,17
دهنت,7
بوی,24
سیگار,30
میده؟,2
‏رفیقای,1
دبستان,5
اونجاش,34
14,3
میبینیشون,1
میفهمی,11
3-4,2
ساله,24
تیشرت,4
پوشیدن,7
سرتو,3
میکنی,41
آستینت,1
‏خوابگاه,1
اتاق,23
4,13
نفری,3
نکنین,7
میخوام,34
لباسمو,1
عوض,17
حریم,2
امنتو,1
میساختی,1
بدبختی,10
زیر,54
میزمو,1
تمیز,10
ببرم,2
نشونشون,2
بدم,28
بالای,11
۸۰,5
میلیون,13
تومن,36
نشستی,2
مزاحم,3
نشو,3
میگیم,6
میخوانت,1
تبلیغات,1
خوشمزگی,1
غذاها,1
روغنشونه،,1
خوش,24
تیپی,2
آدما,30
شامپوشون،,1
نوع,11
پفکشون،,1
پالم,1
وجود,21
باور,10
تظاهر,2
نفرت,3
سیزده,35
بدر,29
نشونه,3
کول,2
خاص,8
نیست؛,4
افسردگی,6
ضد,4
بودنه,1
خسته,14
شدم,34
نیم,11
استراحت,4
ندادم؟,1
پيشرفت,2
مثبتى,1
استيج,2
نسبت,16
شركت,2
كننده,2
تونن,1
اينستاگرام,4
لايو,2
آپديت,2
اينستاگرامه,1
هيچى,6
‏مو,1
فکر,97
میکُنُم,1
دِرِجه,1
نباد,1
دُشته,1
نام,27
رضا,3
روحانى,2
هرجا,4
ميره,9
خودشو,13
معرفى,2
كنه,28
ميگه,23
ساخته,7
استاد,18
انوشيروان,1
هستم,8
^_^,8
شبکه,17
سه,67
سامان,1
گلریز,1
دنت,3
میکرد.توهمه,1
میریخت,2
بارم,15
آبگوشت,1
پخت,4
‏ولي,3
جالبه,7
بدونيد,3
وقتي,26
عاشق,22
دهن,7
دوستاي,1
صميميشون,1
سرويس,1
),739
کنکور,13
ریده,5
ِ,4
داداشم,12
بود،,22
هعی,1
اهمال,2
کردی،اهمال,1
کردی،بعدش,1
چی؟,11
گوشم,4
يكى,16
سكانس,1
سريال,1
یبار,11
مدرسه,20
شورای,14
دانش,2
اموزی,1
کاندید,12
صف,5
دخترانه,1
میزنم,17
پیششون,1
تفریحا،سه,1
اخراجم,1
‏صبح,14
زود,23
پا,20
میشی,20
میری,23
دستشویی,14
برمیگردی,8
دوباره,24
میخابی,1
ظهر,12
بخاطرش,1
بری,35
نونوایی،,1
بربری,6
داغ,3
بخری،تنها,1
چای,13
سیگارم,2
زیاده,3
‏آخرین,1
خوشحال,16
‏پسر,4
راهنمايى,1
ميبينن,5
خودنمايى؟,1
غريضيه؟,1
‏دوش,1
سحر,2
خاصی,10
نیفتاد,3
امشبم,1
اتفاقی,7
نمیافته,1
سحرهای,1
نخواهد,3
افتاد,9
لوپ,1
عبث,1
قرار,40
گرفته,30
ایم,5
‏صداقت,1
شرایطی,3
وظیفه‌ست،,1
منّتش,1
سرِ,3
نذارید,2
دوستیم,1
دبیرستان,3
۵,9
ویولون,1
سخت,21
ول,11
‏درس,2
خوندن,16
شهر,32
میزنه,42
رفتی,14
کلاس؟,1
پتو,12
کلاسم,2
میزم,1
عاشیق,1
کوچولو,3
😍,5
‏کثیف‌ترین,1
حیله‌ی,1
خونه‌تکونی,1
مادرا,8
بهت,20
نمیگن,2
کمک،,1
کارای,4
خطرناک,3
پاشی,4
دستش,16
بگیرید،,1
بی‌منت,1
‏اینکه,8
خانواده,21
شی,13
ادعا,1
وهمیشه,1
توخونه,2
هاشون,7
جاداری,1
واقع,8
وخانواده,1
نداشته,13
بزرگیه,1
خوابگاه,2
سگ,21
مرده,10
یارو,31
شیشه,14
ادکلن,4
خودش،,2
بعدش,27
ایی,1
مردن,4
‏این,13
هفت,24
جدید,45
نی,3
سایت,3
گرفتن,23
بودم،یکی,1
نوشته,58
سس,2
گوجه,10
مالیدم,1
سینه,3
م,11
پسرم,7
مامانو,1
جوییده,1
دانشگاه,37
خوشم,7
میومد،,1
عمدی,1
تنه,4
جزوه‌هاش,1
بهم,46
سیلی,1
‏دختره,5
تاکسی,11
بله,2
آقای,8
راننده،تو,1
اصلا,26
حقوق,18
زنها,5
رسیدگی,1
قایم,6
آجیل,22
توجیه,4
مهموناست,1
جمله,25
کلک,3
مادر,42
نقض,2
كاشكي,2
فاميلامون,4
بدونن,2
ميشيم,6
مبلغ,2
عيدي,7
زياد,2
ندن,3
بهمون,17
ده,30
دهه‌ی,1
فرهادیه,1
دارد,6
دادن,28
روزه‌ی,1
عیدیِ,1
فرهاد,5
آداب,2
مهم,26
سالم,11
آغوش,5
برگزارکرد.نمیدونم,1
نارنجک,8
کوکتل,1
مولوتف,1
انداختم,3
آغوشش,1
ناراحت,11
‏پر,1
ترین,34
اسفنده,1
رتبه,4
1,7
",",68
سازمان,7
سنجش,2
حسى,1
دارى؟,1
لامسه,1
بويايى,1
مجدد,1
عموی,5
دارم،,12
دیدنی,20
واقعا,50
برخورد,5
قطع,16
ظرف,11
نقره,1
کُتم,1
جاسازی,1
نیوفته,2
بابات,7
دیش,2
تنظیم,5
تصویر,4
چک,9
دلیلی,2
بخوام,6
ریاضت,1
بکشم,5
ودرجات,1
عرفان,2
سرهم,2
طی,6
درجه,9
الارض,1
نائل,2
سختی,5
مسافرت,18
تجربه,8
نکنم,2
فامیل,28
میکردیم,11
سمتم,2
تیر,8
اندازی,1
نیفتادم,1
نمردم,1
خشونت,3
باباش,10
گذاشت,5
گردنم,3
خوابیدم,4
ولت,3
‏بچه,6
فاميل,5
بهونه,4
ى,6
بازى,4
ميزنيش,1
اگرم,1
گريه,5
كرد,9
مكر,1
عمروعاصى,1
ميگى,2
باهات,10
نميكنما,1
دولت,6
سوئد،,1
خدمت,6
سربازی,11
اجباری,2
اساس,2
ژانویه,1
2018،,1
دختران,2
پسرانی,1
متولد,5
1999,1
هستند,13
بروند,1
گفتيم,3
خسوف,3
كسوف,1
اشتباه,30
ميگيريم,1
ببينيد,3
اولش,6
خ,3
خورشيد,2
گرفتگى,1
❤️,1
داییم,5
عمرش,6
پاریس,4
هروقت,22
تلویزیون,13
میده,53
برج,3
ایفله,2
😐,15
کیک,2
تولدتون,2
میگیرید,3
دماغ‌تون,1
دستی,7
یا,117
بازم,25
خوشبحالتون,1
خوشتون,2
میگید,8
50,1
%,14
حله.مال,1
33.3,1
۱۰,16
سانت,4
ناخن,3
میکارید,1
چطوری,5
دشویی,1
میرید؟,1
چاق,19
نمیشم,3
شکست,11
عشقیه,2
طرز,5
همساده,1
بالایی,6
6,4
صب,7
مبلاشونو,1
جابجا,2
هنو,1
تموم,71
نشده,11
بزنید,10
دلش,20
بخواد,10
بخوابه,2
کاری،,1
دانشگاهی،,1
قسطی,1
غذاش,2
آماده‌س,1
نفع,4
کمترم,1
پاشین,2
اومدن,21
برم,35
خارج,15
سالی,11
2-3,1
آشناهای,2
میپرسم,2
ایرون,1
چنده؟,2
بفهمن,8
نشینم,1
رفیقم,12
معلمه,1
آموزشو,1
نشونم,2
خوردیم,3
رفقات,1
پفک,3
میارن,3
میخورید؟,1
پيژامه,1
قديمى,2
دمكنى,1
ميكنيم،,3
مجرياى,1
سى,3
كراوات,1
صبونه,7
پیتزای,1
یخچال,8
موندس,1
توپتون,1
اینجا,21
پاره,9
کودکی,3
تهدیدآمیز,1
نبود,25
آخرین,16
باری,3
بانکیم,1
داشتم,43
هیتلر,5
دژبان,1
شنا,4
لاغر,6
نهنگ‌,1
ادرار,3
دسشویی,8
هواپیما,5
نشت,1
یخ,6
شبیه,18
نیزه,2
کشتتش,1
گویا,3
بدشانس‌تر,2
دلیل,20
اصابت,1
جیش,1
تخم,3
مرغ,4
عسلی,1
نیمرو,2
کردم،,5
حرفه,4
برش,2
جانونی,1
فول,1
آرشیو,1
محسن,8
چاوشی,4
بررسی,6
کلاغ,1
خودکشی,2
روزهای,2
هفته,52
دقیق,4
بگردی,2
پراید,10
۱۳۲,1
قیچی,1
سیم,4
بمب,9
سخت‌تر,3
مسیج,13
نمیشناسه,1
میگری,1
کیف,9
فرقی,5
سالت,3
سبز,9
چیه،,2
دعا,4
زودتر,14
دلمون,6
پوشال‌های,1
کولر,8
تنگ,21
الكي,1
مارلون,1
براندو,1
نميشه,11
اسكار,5
بزنه,30
قشنگ,35
کاخ,2
سعدآباد,1
اونجاشه,1
هزینه,10
ورودی,4
برا,38
ایرانیه,2
2500,2
ه,1
خارجیا,6
15,3
هزار,23
جاییه,1
بکار,3
۸,12
بخوابی,6
۳,13
نصف,20
شب،,3
صبحش,3
